code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
TG,TOGO,0,PAYS,,fra,TRUE,superadmin,now()
1,SAVANES,1,REGION,TG,fra,TRUE,superadmin,now()
2,KARA,1,REGION,TG,fra,TRUE,superadmin,now()
3,CENTRALE,1,REGION,TG,fra,TRUE,superadmin,now()
4,PLATEAUX,1,REGION,TG,fra,TRUE,superadmin,now()
5,MARITIME,1,REGION,TG,fra,TRUE,superadmin,now()
6,CINKASSÉ,2,PREFECTURE,1,fra,TRUE,superadmin,now()
7,KPENDJAL,2,PREFECTURE,1,fra,TRUE,superadmin,now()
8,KPENDJAL-OUEST NAKI-EST,2,PREFECTURE,1,fra,TRUE,superadmin,now()
9,OTI MANGO,2,PREFECTURE,1,fra,TRUE,superadmin,now()
10,OTI-SUD GANDO,2,PREFECTURE,1,fra,TRUE,superadmin,now()
11,TANDJOUARÉ,2,PREFECTURE,1,fra,TRUE,superadmin,now()
12,TÔNE,2,PREFECTURE,1,fra,TRUE,superadmin,now()
13,ASSOLI,2,PREFECTURE,2,fra,TRUE,superadmin,now()
14,BASSAR,2,PREFECTURE,2,fra,TRUE,superadmin,now()
15,BINAH,2,PREFECTURE,2,fra,TRUE,superadmin,now()
16,DANKPEN,2,PREFECTURE,2,fra,TRUE,superadmin,now()
17,DOUFELGOU,2,PREFECTURE,2,fra,TRUE,superadmin,now()
18,KÉRAN,2,PREFECTURE,2,fra,TRUE,superadmin,now()
19,KOZAH,2,PREFECTURE,2,fra,TRUE,superadmin,now()
20,BLITTA,2,PREFECTURE,3,fra,TRUE,superadmin,now()
21,SOTOUBOUA,2,PREFECTURE,3,fra,TRUE,superadmin,now()
22,TCHAMBA,2,PREFECTURE,3,fra,TRUE,superadmin,now()
23,TCHAOUDJO,2,PREFECTURE,3,fra,TRUE,superadmin,now()
24,MÔ,2,PREFECTURE,3,fra,TRUE,superadmin,now()
25,AGOU,2,PREFECTURE,4,fra,TRUE,superadmin,now()
26,AKÉBOU,2,PREFECTURE,4,fra,TRUE,superadmin,now()
27,AMOU,2,PREFECTURE,4,fra,TRUE,superadmin,now()
28,ANIÉ,2,PREFECTURE,4,fra,TRUE,superadmin,now()
29,DANYI,2,PREFECTURE,4,fra,TRUE,superadmin,now()
30,HAHO,2,PREFECTURE,4,fra,TRUE,superadmin,now()
31,KLOTO,2,PREFECTURE,4,fra,TRUE,superadmin,now()
32,KPÉLÉ,2,PREFECTURE,4,fra,TRUE,superadmin,now()
33,MOYEN-MONO,2,PREFECTURE,4,fra,TRUE,superadmin,now()
34,OGOU,2,PREFECTURE,4,fra,TRUE,superadmin,now()
35,WAWA,2,PREFECTURE,4,fra,TRUE,superadmin,now()
36,AGOUÈ-NYIVÉ,2,PREFECTURE,5,fra,TRUE,superadmin,now()
37,AVÉ,2,PREFECTURE,5,fra,TRUE,superadmin,now()
38,BAS-MONO,2,PREFECTURE,5,fra,TRUE,superadmin,now()
39,GOLFE,2,PREFECTURE,5,fra,TRUE,superadmin,now()
40,LACS,2,PREFECTURE,5,fra,TRUE,superadmin,now()
41,VO,2,PREFECTURE,5,fra,TRUE,superadmin,now()
42,YOTO,2,PREFECTURE,5,fra,TRUE,superadmin,now()
43,ZIO,2,PREFECTURE,5,fra,TRUE,superadmin,now()
44,EST-MONO,2,PREFECTURE,4,fra,TRUE,superadmin,now()
45,CINKASSÉ,3,TOWN,6,fra,TRUE,superadmin,now()
46,BOADÉ,3,TOWN,6,fra,TRUE,superadmin,now()
47,NOAGA,3,TOWN,6,fra,TRUE,superadmin,now()
48,GOULOUNGOUSSI ,3,TOWN,6,fra,TRUE,superadmin,now()
49,TIMBOU,3,TOWN,6,fra,TRUE,superadmin,now()
50,SAM-NABA,3,TOWN,6,fra,TRUE,superadmin,now()
51,NADJOUNDI,3,TOWN,6,fra,TRUE,superadmin,now()
52,BIANKOURI,3,TOWN,6,fra,TRUE,superadmin,now()
53,DAPAONG,3,TOWN,12,fra,TRUE,superadmin,now()
54,TOAGA,3,TOWN,12,fra,TRUE,superadmin,now()
55,PANA,3,TOWN,12,fra,TRUE,superadmin,now()
56,BIDJENGA,3,TOWN,12,fra,TRUE,superadmin,now()
57,KOURIENTRE,3,TOWN,12,fra,TRUE,superadmin,now()
58,POISSONGUI,3,TOWN,12,fra,TRUE,superadmin,now()
59,NATIGOU,3,TOWN,12,fra,TRUE,superadmin,now()
60,NAKI-OUEST,3,TOWN,12,fra,TRUE,superadmin,now()
61,NAMARÉ,3,TOWN,12,fra,TRUE,superadmin,now()
62,NANERGOU,3,TOWN,12,fra,TRUE,superadmin,now()
63,TAMI,3,TOWN,12,fra,TRUE,superadmin,now()
64,NIOUKPOURMA,3,TOWN,12,fra,TRUE,superadmin,now()
65,LOTOGOU,3,TOWN,12,fra,TRUE,superadmin,now()
66,WARKAMBOU,3,TOWN,12,fra,TRUE,superadmin,now()
67,KORBONGOU,3,TOWN,12,fra,TRUE,superadmin,now()
68,SANFATOUTE,3,TOWN,12,fra,TRUE,superadmin,now()
69,LOUANGA,3,TOWN,12,fra,TRUE,superadmin,now()
70,KATINDI,3,TOWN,12,fra,TRUE,superadmin,now()
71,MANDOURI,3,TOWN,7,fra,TRUE,superadmin,now()
72,KOUNDJOARÉ,3,TOWN,7,fra,TRUE,superadmin,now()
73,TAMBIGOU,3,TOWN,7,fra,TRUE,superadmin,now()
74,KPENDJAL,3,TOWN,7,fra,TRUE,superadmin,now()
75,BORGOU ,3,TOWN,7,fra,TRUE,superadmin,now()
76,NAKI-EST,3,TOWN,8,fra,TRUE,superadmin,now()
77,OGARO,3,TOWN,8,fra,TRUE,superadmin,now()
78,NAYÉGA,3,TOWN,8,fra,TRUE,superadmin,now()
79,POGNO,3,TOWN,8,fra,TRUE,superadmin,now()
80,NAMOUNDJOGA,3,TOWN,8,fra,TRUE,superadmin,now()
81,TAMBONGA,3,TOWN,8,fra,TRUE,superadmin,now()
82,PAPRI,3,TOWN,8,fra,TRUE,superadmin,now()
83,MANGO,3,TOWN,9,fra,TRUE,superadmin,now()
84,SADORI,3,TOWN,9,fra,TRUE,superadmin,now()
85,FARÉ,3,TOWN,9,fra,TRUE,superadmin,now()
86,BARKOISSI,3,TOWN,9,fra,TRUE,superadmin,now()
87,NAGBÉNI,3,TOWN,9,fra,TRUE,superadmin,now()
88,LOKO,3,TOWN,9,fra,TRUE,superadmin,now()
89,GALANGASHIE,3,TOWN,9,fra,TRUE,superadmin,now()
90,TCHANAGA,3,TOWN,9,fra,TRUE,superadmin,now()
91,GANDO,3,TOWN,10,fra,TRUE,superadmin,now()
92,MOGOU,3,TOWN,10,fra,TRUE,superadmin,now()
93,SAGBIEBOU,3,TOWN,10,fra,TRUE,superadmin,now()
94,TCHAMONGA,3,TOWN,10,fra,TRUE,superadmin,now()
95,TAKPAMBA,3,TOWN,10,fra,TRUE,superadmin,now()
96,NALI,3,TOWN,10,fra,TRUE,superadmin,now()
97,KOUMONGOU,3,TOWN,10,fra,TRUE,superadmin,now()
98,KOUNTOARÉ,3,TOWN,10,fra,TRUE,superadmin,now()
99,BOGOU,3,TOWN,11,fra,TRUE,superadmin,now()
100,PLIGOU,3,TOWN,11,fra,TRUE,superadmin,now()
101,BOULOGOU,3,TOWN,11,fra,TRUE,superadmin,now()
102,NANDOGA,3,TOWN,11,fra,TRUE,superadmin,now()
103,BOMBOUAKA,3,TOWN,11,fra,TRUE,superadmin,now()
104,GOUNDOGA,3,TOWN,11,fra,TRUE,superadmin,now()
105,TAMONGUE,3,TOWN,11,fra,TRUE,superadmin,now()
106,TANDJOARÉ,3,TOWN,11,fra,TRUE,superadmin,now()
107,NANO,3,TOWN,11,fra,TRUE,superadmin,now()
108,SISSIAK,3,TOWN,11,fra,TRUE,superadmin,now()
109,BAGOU,3,TOWN,11,fra,TRUE,superadmin,now()
110,TAMPIALIME,3,TOWN,11,fra,TRUE,superadmin,now()
111,MAMPROUG,3,TOWN,11,fra,TRUE,superadmin,now()
112,DOUKPERGOU,3,TOWN,11,fra,TRUE,superadmin,now()
113,LOKPANOU,3,TOWN,11,fra,TRUE,superadmin,now()
114,SANGOU,3,TOWN,11,fra,TRUE,superadmin,now()
115,KANTÈ,3,TOWN,18,fra,TRUE,superadmin,now()
116,PESSIDÈ,3,TOWN,18,fra,TRUE,superadmin,now()
117,AKPONTÈ,3,TOWN,18,fra,TRUE,superadmin,now()
118,ATALOTÉ,3,TOWN,18,fra,TRUE,superadmin,now()
119,OSSACRÉ,3,TOWN,18,fra,TRUE,superadmin,now()
120,HÉLOTA,3,TOWN,18,fra,TRUE,superadmin,now()
121,NADOBA,3,TOWN,18,fra,TRUE,superadmin,now()
122,WARENGO,3,TOWN,18,fra,TRUE,superadmin,now()
123,KOUTOUGOU,3,TOWN,18,fra,TRUE,superadmin,now()
124,BASSAR,3,TOWN,14,fra,TRUE,superadmin,now()
125,KALANGA,3,TOWN,14,fra,TRUE,superadmin,now()
126,BAGHAN,3,TOWN,14,fra,TRUE,superadmin,now()
127,BANDJELI,3,TOWN,14,fra,TRUE,superadmin,now()
128,DIMOURI,3,TOWN,14,fra,TRUE,superadmin,now()
129,BITCHABE,3,TOWN,14,fra,TRUE,superadmin,now()
130,KABOU,3,TOWN,14,fra,TRUE,superadmin,now()
131,MANGA,3,TOWN,14,fra,TRUE,superadmin,now()
132,SANDA-KAGBANDA,3,TOWN,14,fra,TRUE,superadmin,now()
133,SANDA-AFOWOU,3,TOWN,14,fra,TRUE,superadmin,now()
134,GUERIN-KOUKA,3,TOWN,16,fra,TRUE,superadmin,now()
135,NAMPOCH,3,TOWN,16,fra,TRUE,superadmin,now()
136,KATCHAMBA,3,TOWN,16,fra,TRUE,superadmin,now()
137,KOULFEIKOU,3,TOWN,16,fra,TRUE,superadmin,now()
138,NAMON,3,TOWN,16,fra,TRUE,superadmin,now()
139,NATCHITIKPI,3,TOWN,16,fra,TRUE,superadmin,now()
140,KITCHITCHÉOU,3,TOWN,16,fra,TRUE,superadmin,now()
141,,NATCHIBORÉ,3,TOWN,16,fra,TRUE,superadmin,now()
142,BAPURÉ,3,TOWN,16,fra,TRUE,superadmin,now()
143,NAWARÉ,3,TOWN,16,fra,TRUE,superadmin,now()
144,NADOUTA,3,TOWN,16,fra,TRUE,superadmin,now()
145,KIDJABOU,3,TOWN,16,fra,TRUE,superadmin,now()
146,LAMA,3,TOWN,19,fra,TRUE,superadmin,now()
147,LASSA,3,TOWN,19,fra,TRUE,superadmin,now()
148,SOUMDINA,3,TOWN,19,fra,TRUE,superadmin,now()
149,LANDA,3,TOWN,19,fra,TRUE,superadmin,now()
150,PYA,3,TOWN,19,fra,TRUE,superadmin,now()
151,BOHOU,3,TOWN,19,fra,TRUE,superadmin,now()
152,YADÈ,3,TOWN,19,fra,TRUE,superadmin,now()
153,TCHITCHAO,3,TOWN,19,fra,TRUE,superadmin,now()
154,SARAKAWA,3,TOWN,19,fra,TRUE,superadmin,now()
155,TCHARÈ,3,TOWN,19,fra,TRUE,superadmin,now()
156,KOUMÉA,3,TOWN,19,fra,TRUE,superadmin,now()
157,AWANDJELO,3,TOWN,19,fra,TRUE,superadmin,now()
158,LANDA-KPINZINDÈ,3,TOWN,19,fra,TRUE,superadmin,now()
159,ATCHANGBADÈ,3,TOWN,19,fra,TRUE,superadmin,now()
160,DJAMDÈ,3,TOWN,19,fra,TRUE,superadmin,now()
161,PAGOUDA,3,TOWN,15,fra,TRUE,superadmin,now()
162,SOLLA,3,TOWN,15,fra,TRUE,superadmin,now()
163,BOUFALÉ,3,TOWN,15,fra,TRUE,superadmin,now()
164,PESSARÉ,3,TOWN,15,fra,TRUE,superadmin,now()
165,PITIKITA,3,TOWN,15,fra,TRUE,superadmin,now()
166,LAMA-DESSI,3,TOWN,15,fra,TRUE,superadmin,now()
167,KÉTAO,3,TOWN,15,fra,TRUE,superadmin,now()
168,KÉMÉRIDA,3,TOWN,15,fra,TRUE,superadmin,now()
169,SIRKA,3,TOWN,15,fra,TRUE,superadmin,now()
170,NIAMTOUGOU,3,TOWN,17,fra,TRUE,superadmin,now()
171,SIOU,3,TOWN,17,fra,TRUE,superadmin,now()
172,POUDA,3,TOWN,17,fra,TRUE,superadmin,now()
173,BAGA,3,TOWN,17,fra,TRUE,superadmin,now()
174,MASSÉDÉNA,3,TOWN,17,fra,TRUE,superadmin,now()
175,KOKA,3,TOWN,17,fra,TRUE,superadmin,now()
176,AGBANDÈ-YAKA,3,TOWN,17,fra,TRUE,superadmin,now()
177,TÉNÉGA,3,TOWN,17,fra,TRUE,superadmin,now()
178,DÉFALÉ,3,TOWN,17,fra,TRUE,superadmin,now()
179,KPAHA,3,TOWN,17,fra,TRUE,superadmin,now()
180,ALLOUM,3,TOWN,17,fra,TRUE,superadmin,now()
181,TCHORÉ,3,TOWN,17,fra,TRUE,superadmin,now()
182,KADJALA,3,TOWN,17,fra,TRUE,superadmin,now()
183,LÉON,3,TOWN,17,fra,TRUE,superadmin,now()
184,BAFILO,3,TOWN,13,fra,TRUE,superadmin,now()
185,DAKO,3,TOWN,13,fra,TRUE,superadmin,now()
186,BOULADÈ,3,TOWN,13,fra,TRUE,superadmin,now()
187,ALÉDJO,3,TOWN,13,fra,TRUE,superadmin,now()
188,KOUMONDÈ,3,TOWN,13,fra,TRUE,superadmin,now()
189,SOUDOU,3,TOWN,13,fra,TRUE,superadmin,now()
190,SOKODÈ (KOMAH),3,TOWN,23,fra,TRUE,superadmin,now()
191,KPANGALAM,3,TOWN,23,fra,TRUE,superadmin,now()
192,KADAMBARA,3,TOWN,23,fra,TRUE,superadmin,now()
193,TCHALO,3,TOWN,23,fra,TRUE,superadmin,now()
194,KPARATAOU,3,TOWN,23,fra,TRUE,superadmin,now()
195,LAMA-TESSI,3,TOWN,23,fra,TRUE,superadmin,now()
196,ALÉHÉRIDÈ,3,TOWN,23,fra,TRUE,superadmin,now()
197,KÉMÉNI,3,TOWN,23,fra,TRUE,superadmin,now()
198,KOLINA,3,TOWN,23,fra,TRUE,superadmin,now()
199,AMAIDÈ,3,TOWN,23,fra,TRUE,superadmin,now()
200,AGOULOUDÈ,3,TOWN,23,fra,TRUE,superadmin,now()
201,WASSARABOU,3,TOWN,23,fra,TRUE,superadmin,now()
202,KPASSOUADÈ,3,TOWN,23,fra,TRUE,superadmin,now()
203,SOTOUBOUA,3,TOWN,21,fra,TRUE,superadmin,now()
204,TABINDÈ,3,TOWN,21,fra,TRUE,superadmin,now()
205,KANIAMBOUA,3,TOWN,21,fra,TRUE,superadmin,now()
206,ADJENGRÉ,3,TOWN,21,fra,TRUE,superadmin,now()
207,AOUDA,3,TOWN,21,fra,TRUE,superadmin,now()
208,FAZAO,3,TOWN,21,fra,TRUE,superadmin,now()
209,TITIGBÉ,3,TOWN,21,fra,TRUE,superadmin,now()
210,SÉSSARO,3,TOWN,21,fra,TRUE,superadmin,now()
211,TCHÉBÉBÉ,3,TOWN,21,fra,TRUE,superadmin,now()
212,BODJONDÈ,3,TOWN,21,fra,TRUE,superadmin,now()
213,KAZABOUA,3,TOWN,21,fra,TRUE,superadmin,now()
214,DJARKPANGA,3,TOWN,24,fra,TRUE,superadmin,now()
215,BOULOHOU,3,TOWN,24,fra,TRUE,superadmin,now()
216,KAGNINGBARA,3,TOWN,24,fra,TRUE,superadmin,now()
217,TINDJASSI,3,TOWN,24,fra,TRUE,superadmin,now()
218,SAÏBOUDÈ,3,TOWN,24,fra,TRUE,superadmin,now()
219,TCHAMBA,3,TOWN,22,fra,TRUE,superadmin,now()
220,AFFEM,3,TOWN,22,fra,TRUE,superadmin,now()
221,LARINI,3,TOWN,22,fra,TRUE,superadmin,now()
222,ADJÉIDÈ,3,TOWN,22,fra,TRUE,superadmin,now()
223,ALIBI,3,TOWN,22,fra,TRUE,superadmin,now()
224,KOUSSOUNTOU,3,TOWN,22,fra,TRUE,superadmin,now()
225,BAGO,3,TOWN,22,fra,TRUE,superadmin,now()
226,KABOLI,3,TOWN,22,fra,TRUE,superadmin,now()
227,GOUBI,3,TOWN,22,fra,TRUE,superadmin,now()
228,BALANKA,3,TOWN,22,fra,TRUE,superadmin,now()
229,BLITTA-GARE,3,TOWN,20,fra,TRUE,superadmin,now()
230,PAGALA-GARE,3,TOWN,20,fra,TRUE,superadmin,now()
231,WARAGNI,3,TOWN,20,fra,TRUE,superadmin,now()
232,DOUFOULI,3,TOWN,20,fra,TRUE,superadmin,now()
233,BLITTA-VILLAGE,3,TOWN,20,fra,TRUE,superadmin,now()
234,TCHALOUDÈ,3,TOWN,20,fra,TRUE,superadmin,now()
235,YALOUMBÈ,3,TOWN,20,fra,TRUE,superadmin,now()
236,AGBANDI,3,TOWN,20,fra,TRUE,superadmin,now()
237,LANGABOU,3,TOWN,20,fra,TRUE,superadmin,now()
238,KOFFITI,3,TOWN,20,fra,TRUE,superadmin,now()
239,TCHARÈ-BAOU,3,TOWN,20,fra,TRUE,superadmin,now()
240,M’POTI,3,TOWN,20,fra,TRUE,superadmin,now()
241,TINTCHRO,3,TOWN,20,fra,TRUE,superadmin,now()
242,ATCHINTSÈ,3,TOWN,20,fra,TRUE,superadmin,now()
243,DIGUENGUÉ,3,TOWN,20,fra,TRUE,superadmin,now()
244,YÉGUÉ,3,TOWN,20,fra,TRUE,superadmin,now()
245,TCHIFAMA,3,TOWN,20,fra,TRUE,superadmin,now()
246,DIKPÉLÉOU,3,TOWN,20,fra,TRUE,superadmin,now()
247,KATCHENKÈ,3,TOWN,20,fra,TRUE,superadmin,now()
248,PAGALA-VILLAGE,3,TOWN,20,fra,TRUE,superadmin,now()
249,WELLY,3,TOWN,20,fra,TRUE,superadmin,now()
250,ANIÉ,3,TOWN,28,fra,TRUE,superadmin,now()
251,KOLO-KOPÉ,3,TOWN,28,fra,TRUE,superadmin,now()
252,PALAKOKO,3,TOWN,28,fra,TRUE,superadmin,now()
253,ADOGBÉNOU,3,TOWN,28,fra,TRUE,superadmin,now()
254,GLITTO,3,TOWN,28,fra,TRUE,superadmin,now()
255,ATCHINÉDJI,3,TOWN,28,fra,TRUE,superadmin,now()
256,ELAVAGNON,3,TOWN,44,fra,TRUE,superadmin,now()
257,GBADJAHÈ,3,TOWN,44,fra,TRUE,superadmin,now()
258,MORÉTAN,3,TOWN,44,fra,TRUE,superadmin,now()
259,KAMINA,3,TOWN,44,fra,TRUE,superadmin,now()
260,BADIN-COPÉ,3,TOWN,44,fra,TRUE,superadmin,now()
261,NYAMASSILA,3,TOWN,44,fra,TRUE,superadmin,now()
262,KPÉSSI,3,TOWN,44,fra,TRUE,superadmin,now()
263,TOHOUN,3,TOWN,33,fra,TRUE,superadmin,now()
264,TADO,3,TOWN,33,fra,TRUE,superadmin,now()
265,AHASSOMÈ,3,TOWN,33,fra,TRUE,superadmin,now()
266,KPÉKPLÉMÉ,3,TOWN,33,fra,TRUE,superadmin,now()
267,SALIGBÉ,3,TOWN,33,fra,TRUE,superadmin,now()
268,KATOMÉ,3,TOWN,33,fra,TRUE,superadmin,now()
269,AGOU-TAVIÉ,3,TOWN,25,fra,TRUE,superadmin,now()
270,GADJA,3,TOWN,25,fra,TRUE,superadmin,now()
271,KATI,3,TOWN,25,fra,TRUE,superadmin,now()
272,AGOU-IBOÉ,3,TOWN,25,fra,TRUE,superadmin,now()
273,AGOU-AKPLOLO,3,TOWN,25,fra,TRUE,superadmin,now()
274,AGOU-KÉBO,3,TOWN,25,fra,TRUE,superadmin,now()
275,AGOU-ATIGBÉ,3,TOWN,25,fra,TRUE,superadmin,now()
276,AGOU-NYOGBO,3,TOWN,25,fra,TRUE,superadmin,now()
277,AGOU-NYOGBO-AGBÉTIKO,3,TOWN,25,fra,TRUE,superadmin,now()
278,ASSAHOUN-FIAGBÉ,3,TOWN,25,fra,TRUE,superadmin,now()
279,KLONOU,3,TOWN,25,fra,TRUE,superadmin,now()
280,AGOU-GADZÉPÉ,3,TOWN,25,fra,TRUE,superadmin,now()
281,AMOUSSOUKOPÉ,3,TOWN,25,fra,TRUE,superadmin,now()
282,AGOTIMÉ-SUD (ADZAKPA),3,TOWN,25,fra,TRUE,superadmin,now()
283,AGOTIMÉ-NORD,3,TOWN,25,fra,TRUE,superadmin,now()
284,DANYI-ATTIGBA,3,TOWN,29,fra,TRUE,superadmin,now()
285,DANYI-KAKPA,3,TOWN,29,fra,TRUE,superadmin,now()
286,YIKPA,3,TOWN,29,fra,TRUE,superadmin,now()
287,DANYI-APÉYÉMÉ,3,TOWN,29,fra,TRUE,superadmin,now()
288,DANYI-ELAVAGNO,3,TOWN,29,fra,TRUE,superadmin,now()
289,DANYI-KPETO-EVITA,3,TOWN,29,fra,TRUE,superadmin,now()
290,AHLON ,3,TOWN,29,fra,TRUE,superadmin,now()
291,KOUGNOHOU,3,TOWN,26,fra,TRUE,superadmin,now()
292,DJON,3,TOWN,26,fra,TRUE,superadmin,now()
293,VEH,3,TOWN,26,fra,TRUE,superadmin,now()
294,GBENDÈ,3,TOWN,26,fra,TRUE,superadmin,now()
295,YALA,3,TOWN,26,fra,TRUE,superadmin,now()
296,KAMINA-AKÉBOU,3,TOWN,26,fra,TRUE,superadmin,now()
297,KPALAVÉ,3,TOWN,26,fra,TRUE,superadmin,now()
298,SÉRÉGBÉNÈ,3,TOWN,26,fra,TRUE,superadmin,now()
299,KPÉLÉ-NOVIVÉ,3,TOWN,32,fra,TRUE,superadmin,now()
300,KPÉLÉ-DAWLOTOU,3,TOWN,32,fra,TRUE,superadmin,now()
301,KPÉLÉ-AKATA,3,TOWN,32,fra,TRUE,superadmin,now()
302,KPÉLÉ-GOVIÉ,3,TOWN,32,fra,TRUE,superadmin,now()
303,KPÉLÉ-NORD,3,TOWN,32,fra,TRUE,superadmin,now()
304,KPÉLÉ-CENTRE,3,TOWN,32,fra,TRUE,superadmin,now()
305,KPÉLÉ-KAMÉ,3,TOWN,32,fra,TRUE,superadmin,now()
306,KPÉLÉ-DUTOÉ,3,TOWN,32,fra,TRUE,superadmin,now()
307,KPÉLÉ-GBALÉDZÉ,3,TOWN,32,fra,TRUE,superadmin,now()
308,KPALIMÉ,3,TOWN,31,fra,TRUE,superadmin,now()
309,HANYIGBA,3,TOWN,31,fra,TRUE,superadmin,now()
310,TOVÉ,3,TOWN,31,fra,TRUE,superadmin,now()
311,KPADAPÉ,3,TOWN,31,fra,TRUE,superadmin,now()
312,TOMÉ,3,TOWN,31,fra,TRUE,superadmin,now()
313,GBALAVÉ,3,TOWN,31,fra,TRUE,superadmin,now()
314,WOMÉ,3,TOWN,31,fra,TRUE,superadmin,now()
315,YOKÉLÉ,3,TOWN,31,fra,TRUE,superadmin,now()
316,LAVIÉ,3,TOWN,31,fra,TRUE,superadmin,now()
317,LAVIÉ-APÉDOMÉ,3,TOWN,31,fra,TRUE,superadmin,now()
318,KPIMÉ,3,TOWN,31,fra,TRUE,superadmin,now()
319,KUMA,3,TOWN,31,fra,TRUE,superadmin,now()
320,AGOMÉ-YOH,3,TOWN,31,fra,TRUE,superadmin,now()
321,AGOMÉ-TOMÉGBÉ,3,TOWN,31,fra,TRUE,superadmin,now()
322,GNAGNA,3,TOWN,34,fra,TRUE,superadmin,now()
323,DJAMA,3,TOWN,34,fra,TRUE,superadmin,now()
324,WOUDOU,3,TOWN,34,fra,TRUE,superadmin,now()
325,DATCHA,3,TOWN,34,fra,TRUE,superadmin,now()
326,AKPARÉ,3,TOWN,34,fra,TRUE,superadmin,now()
